sentence	label   posb    pose
[CLS] it took half an hour to get our  [1b] check [1e]  , which was perfect since we could sit , have  [0b] drinks [0e]  and talk ! [SEP]	1	9	11
[CLS] the  [0b] design [0e]  and  [1b] atmosphere [1e]  is just as good . [SEP]	2	2	4
[CLS] the  [0b] design [0e]  and  [1b] atmosphere [1e]  is just as good . [SEP]	2	6	8
[CLS] he has visited thailand and is quite expert on the  [0b] cuisine [0e]  . [SEP]	2	11	13
[CLS] the  [0b] pizza [0e]  is the best if you like  [1b] thin crusted pizza [1e]  . [SEP]	2	2	4
[CLS] the  [0b] pizza [0e]  is the best if you like  [1b] thin crusted pizza [1e]  . [SEP]	1	11	16
[CLS] all the money went into the  [0b] interior decoration [0e]  , none of it went to the  [1b] chefs [1e]  . [SEP]	2	7	10
[CLS] all the money went into the  [0b] interior decoration [0e]  , none of it went to the  [1b] chefs [1e]  . [SEP]	0	18	20
[CLS] the  [0b] seats [0e]  are uncomfortable if you are sitting against the wall on wooden benches . [SEP]	0	2	4
[CLS] i asked for  [0b] seltzer with lime [0e]  , no ice . [SEP]	1	4	10
[CLS] do n't go alone -- even two people is n't enough for the whole experience , with  [0b] pickles [0e]  and a  [1b] selection of meats and seafoods [1e]  . [SEP]	2	23	26
[CLS] do n't go alone -- even two people is n't enough for the whole experience , with  [0b] pickles [0e]  and a  [1b] selection of meats and seafoods [1e]  . [SEP]	2	29	37
[CLS] my suggestion is to  [1b] eat family style [1e]  because you 'll want to try the other  [0b] dishes [0e]  . [SEP]	1	19	21
[CLS] my suggestion is to  [1b] eat family style [1e]  because you 'll want to try the other  [0b] dishes [0e]  . [SEP]	2	5	9
[CLS] best of all is the warm  [0b] vibe [0e]  , the  [1b] owner [1e]  is super friendly and  [2b] service [2e]  is fast . [SEP]	2	7	9
[CLS] best of all is the warm  [0b] vibe [0e]  , the  [1b] owner [1e]  is super friendly and  [2b] service [2e]  is fast . [SEP]	2	12	14
[CLS] best of all is the warm  [0b] vibe [0e]  , the  [1b] owner [1e]  is super friendly and  [2b] service [2e]  is fast . [SEP]	2	19	21
[CLS] faan 's got a great concept but a little rough on the  [0b] delivery [0e]  . [SEP]	0	15	17
[CLS] from the incredible  [0b] food [0e]  , to the warm  [1b] atmosphere [1e]  , to the friendly  [2b] service [2e]  , this downtown neighborhood spot does n't miss a beat . [SEP]	2	4	6
[CLS] from the incredible  [0b] food [0e]  , to the warm  [1b] atmosphere [1e]  , to the friendly  [2b] service [2e]  , this downtown neighborhood spot does n't miss a beat . [SEP]	2	11	13
[CLS] from the incredible  [0b] food [0e]  , to the warm  [1b] atmosphere [1e]  , to the friendly  [2b] service [2e]  , this downtown neighborhood spot does n't miss a beat . [SEP]	2	18	20
[CLS] great  [0b] food [0e]  at reasonable  [1b] prices [1e]  , makes for an evening that ca n't be beat ! [SEP]	2	2	4
[CLS] great  [0b] food [0e]  at reasonable  [1b] prices [1e]  , makes for an evening that ca n't be beat ! [SEP]	2	7	9
[CLS] this little place has a cute  [0b] interior deco [0e]  r and affordable city prices . [SEP]	2	7	10
[CLS] this little place has a cute interior decor and affordable city  [0b] prices [0e]  . [SEP]	2	12	14
[CLS] two words : free  [0b] wine [0e]  . [SEP]	2	5	7
[CLS] the  [0b] price [0e]  is reasonable although the  [1b] service [1e]  is poor . [SEP]	2	2	4
[CLS] the  [0b] price [0e]  is reasonable although the  [1b] service [1e]  is poor . [SEP]	0	9	11
[CLS] the  [0b] quantity [0e]  is also very good , you will come out satisfied . [SEP]	2	2	4
[CLS] i stumbled upon this second floor walk-up two fridays ago when i was with two friends in town from l.a. being serious  [0b] sushi [0e]  lovers , we sat at the  [1b] sushi bar [1e]  to be closer to the action . [SEP]	1	28	31
[CLS] i stumbled upon this second floor walk-up two fridays ago when i was with two friends in town from l.a. being serious  [0b] sushi [0e]  lovers , we sat at the  [1b] sushi bar [1e]  to be closer to the action . [SEP]	1	38	42
[CLS] the  [0b] fried rice [0e]  is amazing here . [SEP]	2	2	5
[CLS] three  [4b] courses [4e]  - choices include excellent  [0b] mussels [0e]  ,  [1b] puff pastry goat cheese [1e]  and  [2b] salad with a delicious dressing [2e]  , and a  [3b] hanger steak au poivre [3e]  that is out of this world . [SEP]	2	9	13
[CLS] three  [4b] courses [4e]  - choices include excellent  [0b] mussels [0e]  ,  [1b] puff pastry goat cheese [1e]  and  [2b] salad with a delicious dressing [2e]  , and a  [3b] hanger steak au poivre [3e]  that is out of this world . [SEP]	2	15	20
[CLS] three  [4b] courses [4e]  - choices include excellent  [0b] mussels [0e]  ,  [1b] puff pastry goat cheese [1e]  and  [2b] salad with a delicious dressing [2e]  , and a  [3b] hanger steak au poivre [3e]  that is out of this world . [SEP]	2	22	28
[CLS] three  [4b] courses [4e]  - choices include excellent  [0b] mussels [0e]  ,  [1b] puff pastry goat cheese [1e]  and  [2b] salad with a delicious dressing [2e]  , and a  [3b] hanger steak au poivre [3e]  that is out of this world . [SEP]	2	32	40
[CLS] three  [4b] courses [4e]  - choices include excellent  [0b] mussels [0e]  ,  [1b] puff pastry goat cheese [1e]  and  [2b] salad with a delicious dressing [2e]  , and a  [3b] hanger steak au poivre [3e]  that is out of this world . [SEP]	1	2	4
[CLS] it 's a perfect place to have a amanzing  [0b] indian food [0e]  . [SEP]	2	13	16
[CLS] the  [1b] place [1e]  is so cool and the  [0b] service [0e]  is prompt and curtious . [SEP]	2	10	12
[CLS] the  [1b] place [1e]  is so cool and the  [0b] service [0e]  is prompt and curtious . [SEP]	2	2	4
[CLS] at the end you 're left with a mild  [0b] broth with noodles [0e]  that you can slurp out of a cup . [SEP]	2	11	16
[CLS] i just wonder how you can have such a delicious  [0b] meal [0e]  for such little  [1b] money [1e]  . [SEP]	2	11	13
[CLS] i just wonder how you can have such a delicious  [0b] meal [0e]  for such little  [1b] money [1e]  . [SEP]	2	17	19
[CLS] the  [0b] wine list [0e]  is excellent . [SEP]	2	2	5
[CLS] ive been to many thai restaurants in manhattan before , and toons is by far the best  [0b] thai food [0e]  ive had -lrb- except for my mom 's of course -rrb- . [SEP]	2	20	23
[CLS] they wouldnt even let me finish my  [0b] glass of wine [0e]  before offering another . [SEP]	1	9	13
[CLS] whem asked , we had to ask more detailed questions so that we knew what the  [0b] specials [0e]  were . [SEP]	1	18	20
[CLS] this is a consistently great place to  [2b] dine [2e]  for  [0b] lunch [0e]  or  [1b] dinner [1e]  . [SEP]	1	13	15
[CLS] this is a consistently great place to  [2b] dine [2e]  for  [0b] lunch [0e]  or  [1b] dinner [1e]  . [SEP]	1	17	19
[CLS] this is a consistently great place to  [2b] dine [2e]  for  [0b] lunch [0e]  or  [1b] dinner [1e]  . [SEP]	2	8	11
[CLS] nice  [0b] atmosphere [0e]  , the  [1b] service [1e]  was very pleasant and the  [2b] desert [2e]  was good . [SEP]	2	2	4
[CLS] nice  [0b] atmosphere [0e]  , the  [1b] service [1e]  was very pleasant and the  [2b] desert [2e]  was good . [SEP]	2	7	9
[CLS] nice  [0b] atmosphere [0e]  , the  [1b] service [1e]  was very pleasant and the  [2b] desert [2e]  was good . [SEP]	2	15	17
[CLS] after really enjoying ourselves at the  [0b] bar [0e]  we sat down at a  [1b] table [1e]  and had  [2b] dinner [2e]  . [SEP]	2	7	9
[CLS] after really enjoying ourselves at the  [0b] bar [0e]  we sat down at a  [1b] table [1e]  and had  [2b] dinner [2e]  . [SEP]	1	15	17
[CLS] after really enjoying ourselves at the  [0b] bar [0e]  we sat down at a  [1b] table [1e]  and had  [2b] dinner [2e]  . [SEP]	1	20	22
[CLS] fabulous  [0b] service [0e]  , fantastic  [1b] food [1e]  , and a chilled out  [2b] atmosphere [2e]  and  [3b] environment [3e]  . [SEP]	2	2	4
[CLS] fabulous  [0b] service [0e]  , fantastic  [1b] food [1e]  , and a chilled out  [2b] atmosphere [2e]  and  [3b] environment [3e]  . [SEP]	2	7	9
[CLS] fabulous  [0b] service [0e]  , fantastic  [1b] food [1e]  , and a chilled out  [2b] atmosphere [2e]  and  [3b] environment [3e]  . [SEP]	2	15	17
[CLS] fabulous  [0b] service [0e]  , fantastic  [1b] food [1e]  , and a chilled out  [2b] atmosphere [2e]  and  [3b] environment [3e]  . [SEP]	2	19	21
[CLS] try the  [0b] lasagnette appetizer [0e]  . [SEP]	2	3	10
[CLS] i liked the  [0b] beer selection [0e]  ! [SEP]	2	4	7
[CLS] great  [0b] food [0e]  , good size  [1b] menu [1e]  , great  [2b] service [2e]  and an unpretensious  [3b] setting [3e]  . [SEP]	2	2	4
[CLS] great  [0b] food [0e]  , good size  [1b] menu [1e]  , great  [2b] service [2e]  and an unpretensious  [3b] setting [3e]  . [SEP]	2	8	10
[CLS] great  [0b] food [0e]  , good size  [1b] menu [1e]  , great  [2b] service [2e]  and an unpretensious  [3b] setting [3e]  . [SEP]	2	13	15
[CLS] great  [0b] food [0e]  , good size  [1b] menu [1e]  , great  [2b] service [2e]  and an unpretensious  [3b] setting [3e]  . [SEP]	2	22	24
[CLS] go here for a romantic  [0b] dinner [0e]  but not for an all out wow  [1b] dining [1e]  experience . [SEP]	2	6	8
[CLS] go here for a romantic  [0b] dinner [0e]  but not for an all out wow  [1b] dining [1e]  experience . [SEP]	2	16	18
[CLS] i grew up eating  [0b] dosa [0e]  and have yet to find a place in ny to satisfy my taste buds . [SEP]	1	5	8
[CLS]   [0b] wine list selection [0e]  is good and wine-by-the-glass was generously filled to the top . [SEP]	2	1	5
[CLS] wine list selection is good and  [0b] wine-by-the-glass [0e]  was generously filled to the top . [SEP]	2	7	15
[CLS] with the great variety on the  [0b] menu [0e]  , i eat here often and never get bored . [SEP]	2	7	9
[CLS] the  [0b] menu [0e]  is very limited - i think we counted 4 or 5  [1b] entrees [1e]  . [SEP]	0	2	4
[CLS] the  [0b] menu [0e]  is very limited - i think we counted 4 or 5  [1b] entrees [1e]  . [SEP]	0	16	20
[CLS] the  [0b] menu [0e]  is limited but almost all of the  [1b] dishes [1e]  are excellent . [SEP]	0	2	4
[CLS] the  [0b] menu [0e]  is limited but almost all of the  [1b] dishes [1e]  are excellent . [SEP]	2	12	14
[CLS] not too crazy about their  [0b] sake martini [0e]  . [SEP]	0	6	9
[CLS] great  [0b] bagels [0e]  ,  [1b] spreads [1e]  and a good place to hang out in . [SEP]	2	2	5
[CLS] great  [0b] bagels [0e]  ,  [1b] spreads [1e]  and a good place to hang out in . [SEP]	2	7	9
[CLS] one thing i liked about this place is that i never felt rushed or pressured to give up my  [0b] table [0e]  ot incoming guests . [SEP]	1	20	22
[CLS] unfortunately , the  [0b] food [0e]  is outstanding , but everything else about this restaurant is the pits . [SEP]	2	4	6
[CLS] we always have a delicious  [0b] meal [0e]  and always leave feeling satisfied . [SEP]	2	6	8
[CLS] dip the  [0b] ingredients [0e]  in with your  [1b] chopsticks [1e]  , swirl them around , and eat . [SEP]	1	3	5
[CLS] dip the  [0b] ingredients [0e]  in with your  [1b] chopsticks [1e]  , swirl them around , and eat . [SEP]	1	9	13
[CLS] first went here to enjoy their  [0b] garden terrace [0e]  . [SEP]	2	7	10
[CLS] the  [0b] pizza [0e]  was pretty good and huge . [SEP]	2	2	4
[CLS] the  [0b] cuisine [0e]  from what i 've gathered is authentic taiwanese , though its very different from what i 've been accustomed to in taipei . [SEP]	1	2	4
[CLS] i almost hesititate to write a review because the  [0b] atmosphere [0e]  was so great and i would hate for it too become to crowded . [SEP]	2	12	14
[CLS] they are often  [1b] crowded [1e]  on the weekends but they are efficient and accurate with their  [0b] service [0e]  . [SEP]	2	18	20
[CLS] they are often  [1b] crowded [1e]  on the weekends but they are efficient and accurate with their  [0b] service [0e]  . [SEP]	0	4	6
[CLS] all my co-workers were amazed at how small the  [0b] dish [0e]  was . [SEP]	0	12	14
[CLS] the  [0b] atmosphere [0e]  is unheralded , the  [1b] service [1e]  impecible , and the  [2b] food [2e]  magnificant . [SEP]	2	2	4
[CLS] the  [0b] atmosphere [0e]  is unheralded , the  [1b] service [1e]  impecible , and the  [2b] food [2e]  magnificant . [SEP]	2	12	14
[CLS] the  [0b] atmosphere [0e]  is unheralded , the  [1b] service [1e]  impecible , and the  [2b] food [2e]  magnificant . [SEP]	2	21	23
[CLS] we ordered the special ,  [0b] grilled branzino [0e]  , that was so infused with bone , it was difficult to eat . [SEP]	0	6	12
[CLS] the  [0b] wait staff [0e]  is friendly , and the  [1b] food [1e]  has gotten better and better ! [SEP]	2	2	5
[CLS] the  [0b] wait staff [0e]  is friendly , and the  [1b] food [1e]  has gotten better and better ! [SEP]	2	11	13
[CLS] it may be a bit  [2b] packed [2e]  on weekends , but the  [0b] vibe [0e]  is good and it is the best  [1b] french food [1e]  you will find in the area . [SEP]	2	14	16
[CLS] it may be a bit  [2b] packed [2e]  on weekends , but the  [0b] vibe [0e]  is good and it is the best  [1b] french food [1e]  you will find in the area . [SEP]	2	24	27
[CLS] it may be a bit  [2b] packed [2e]  on weekends , but the  [0b] vibe [0e]  is good and it is the best  [1b] french food [1e]  you will find in the area . [SEP]	0	6	8
[CLS] right off the l in brooklyn this is a nice cozy  [1b] place [1e]  with good  [0b] pizza [0e]  . [SEP]	2	17	19
[CLS] right off the l in brooklyn this is a nice cozy  [1b] place [1e]  with good  [0b] pizza [0e]  . [SEP]	2	12	14
[CLS] le pere pinard has a $ 15  [0b] pre-theater menu [0e]  that is outstanding . [SEP]	2	9	14
[CLS] i also  [1b] order [1e] ed for  [0b] delivery [0e]  and the restaurant forgot half the order . [SEP]	0	8	10
[CLS] i also  [1b] order [1e] ed for  [0b] delivery [0e]  and the restaurant forgot half the order . [SEP]	0	3	5
[CLS] our  [0b] server [0e]  checked on us maybe twice during the entire  [1b] meal [1e]  . [SEP]	0	2	4
[CLS] our  [0b] server [0e]  checked on us maybe twice during the entire  [1b] meal [1e]  . [SEP]	1	13	15
[CLS] the strong  [0b] scents [0e]  coming from the left and right of me negatively affected my taste buds . [SEP]	0	3	5
[CLS] we had the  [0b] lobster sandwich [0e]  and it was fantastic . [SEP]	2	4	7
[CLS] had we been stalling i could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a  [0b] check [0e]  yet ! [SEP]	0	34	36
[CLS] though the spider roll may look like a challenge to eat , with soft  [1b] shell crab [1e]  hanging out of the roll , it is well worth the  [0b] price [0e]  you pay for them . [SEP]	2	30	32
[CLS] though the spider roll may look like a challenge to eat , with soft  [1b] shell crab [1e]  hanging out of the roll , it is well worth the  [0b] price [0e]  you pay for them . [SEP]	2	15	18
[CLS]   [0b] deep fried skewers [0e]  are good and still rare to find in nyc . [SEP]	2	1	7
[CLS] i have tried to make  [0b] reservations [0e]  , but both times , the  [1b] hostess [1e]  did n't have my name . [SEP]	1	6	8
[CLS] i have tried to make  [0b] reservations [0e]  , but both times , the  [1b] hostess [1e]  did n't have my name . [SEP]	0	15	17
[CLS] i also recommend the  [0b] rice dishes [0e]  or the different varieties of congee -lrb- rice porridge -rrb- . [SEP]	2	5	8
[CLS] i also recommend the rice dishes or the different varieties of  [0b] congee (rice porridge) [0e]  . [SEP]	2	12	20
[CLS] their  [0b] tuna tartar appetizer [0e]  is to die for . [SEP]	2	2	9
[CLS] an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine  [4b] cuisine [4e]  -  [0b] chef [0e]  's passion -lrb- and  [3b] kitchen [3e]  's precise execution -rrb- is most evident in the  [1b] fish dishes [1e]  and  [2b] soups [2e]  . [SEP]	2	27	29
[CLS] an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine  [4b] cuisine [4e]  -  [0b] chef [0e]  's passion -lrb- and  [3b] kitchen [3e]  's precise execution -rrb- is most evident in the  [1b] fish dishes [1e]  and  [2b] soups [2e]  . [SEP]	2	54	57
[CLS] an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine  [4b] cuisine [4e]  -  [0b] chef [0e]  's passion -lrb- and  [3b] kitchen [3e]  's precise execution -rrb- is most evident in the  [1b] fish dishes [1e]  and  [2b] soups [2e]  . [SEP]	2	59	62
[CLS] an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine  [4b] cuisine [4e]  -  [0b] chef [0e]  's passion -lrb- and  [3b] kitchen [3e]  's precise execution -rrb- is most evident in the  [1b] fish dishes [1e]  and  [2b] soups [2e]  . [SEP]	2	38	40
[CLS] an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine  [4b] cuisine [4e]  -  [0b] chef [0e]  's passion -lrb- and  [3b] kitchen [3e]  's precise execution -rrb- is most evident in the  [1b] fish dishes [1e]  and  [2b] soups [2e]  . [SEP]	2	23	25
[CLS] if you love  [0b] wine [0e]  and  [2b] cheese [2e]  and delicious  [1b] french fare [1e]  , you 'll love artisanal ! [SEP]	2	4	6
[CLS] if you love  [0b] wine [0e]  and  [2b] cheese [2e]  and delicious  [1b] french fare [1e]  , you 'll love artisanal ! [SEP]	2	13	16
[CLS] if you love  [0b] wine [0e]  and  [2b] cheese [2e]  and delicious  [1b] french fare [1e]  , you 'll love artisanal ! [SEP]	2	8	10
[CLS] i love  [0b] indian food [0e]  and consider myself to be quite an expert on it . [SEP]	2	3	6
[CLS] some  [0b] baby pizzas [0e]  get their wish . [SEP]	1	2	6
[CLS] overall a oh ya even though there is  [0b] waiting [0e]  it is deff worth it [SEP]	0	9	11
[CLS] the  [0b] lava cake dessert [0e]  was incredible and i recommend it . [SEP]	2	2	6
[CLS] vt is what  [0b] baby pizzas [0e]  hope to be when they grow up . [SEP]	1	4	8
[CLS] from the terrible  [0b] service [0e]  , to the bland  [1b] food [1e]  , not to mention the unaccommodating  [2b] managers [2e]  , the overall experience was horrible . [SEP]	0	4	6
[CLS] from the terrible  [0b] service [0e]  , to the bland  [1b] food [1e]  , not to mention the unaccommodating  [2b] managers [2e]  , the overall experience was horrible . [SEP]	0	11	13
[CLS] from the terrible  [0b] service [0e]  , to the bland  [1b] food [1e]  , not to mention the unaccommodating  [2b] managers [2e]  , the overall experience was horrible . [SEP]	0	24	26
[CLS] lahore is a great place to duck into late-night when you need some really tasty  [0b]  [1b] food [1e]  [0e]  on the cheap -- you 'll likely have trouble finishing the amount of food you get for four dollars . [SEP]	2	20	22
[CLS] lahore is a great place to duck into late-night when you need some really tasty  [0b]  [1b] food [1e]  [0e]  on the cheap -- you 'll likely have trouble finishing the amount of food you get for four dollars . [SEP]	2	20	22
[CLS] the last time i went we were seated at a  [0b] table [0e]  in a corridor next to the kitchen . [SEP]	0	11	13
[CLS] good  [0b] selection of wines [0e]  ranging from affordable to high end . [SEP]	2	2	6
[CLS] nice restaurant overall , with classic upscale  [0b] italian decor [0e]  . [SEP]	2	8	11
[CLS] not impressed with the  [0b] food [0e]  . [SEP]	0	5	7
[CLS] the entire  [0b] dining experience [0e]  was wonderful ! [SEP]	2	3	6
[CLS] the  [0b] wine selection [0e]  -lrb- by the glass and bottle -rrb- is wonderful and i always recommend that friends make a  [1b] reservation [1e]  if they 're going to be in town . [SEP]	2	2	5
[CLS] the  [0b] wine selection [0e]  -lrb- by the glass and bottle -rrb- is wonderful and i always recommend that friends make a  [1b] reservation [1e]  if they 're going to be in town . [SEP]	1	29	31
[CLS]   [0b] service [0e]  is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress . [SEP]	2	1	3
[CLS] service is highly refined : our seating was delayed 35 minutes past our  [1b] reservation [1e]  and the  [0b] maitre [0e]  d' apologized and regularly kept us apprised of progress . [SEP]	2	19	22
[CLS] service is highly refined : our seating was delayed 35 minutes past our  [1b] reservation [1e]  and the  [0b] maitre [0e]  d' apologized and regularly kept us apprised of progress . [SEP]	0	14	16
[CLS] order the  [0b] panang duck [0e]  , it 's fantastic . [SEP]	2	3	7
[CLS] food is usually very good , though ocasionally i wondered about freshmess of  [0b] raw vegatables [0e]  in side orders . [SEP]	0	19	24
[CLS] other than the crappy  [0b] service [0e]  from two individuals , it 's great . [SEP]	0	6	8
[CLS] they have authentic  [0b] indian [0e]  at amazin  [1b] prices [1e]  . [SEP]	2	4	6
[CLS] they have authentic  [0b] indian [0e]  at amazin  [1b] prices [1e]  . [SEP]	2	10	12
[CLS]   [0b] ambiance [0e]  - relaxed and stylish . [SEP]	2	1	5
[CLS] luckily we saved room for the  [0b] bbq salmon [0e]  ,  [1b] sea bass [1e]  and  [2b] crispy duck [2e]  . [SEP]	2	7	11
[CLS] luckily we saved room for the  [0b] bbq salmon [0e]  ,  [1b] sea bass [1e]  and  [2b] crispy duck [2e]  . [SEP]	2	13	16
[CLS] luckily we saved room for the  [0b] bbq salmon [0e]  ,  [1b] sea bass [1e]  and  [2b] crispy duck [2e]  . [SEP]	2	18	22
[CLS] yes , they use fancy  [0b]  [1b] ingredients [1e]  [0e]  , but even fancy ingredients do n't make for good  [2b] pizza [2e]  unless someone knows how to get the  [3b] crust [3e]  right . [SEP]	2	7	9
[CLS] yes , they use fancy  [0b]  [1b] ingredients [1e]  [0e]  , but even fancy ingredients do n't make for good  [2b] pizza [2e]  unless someone knows how to get the  [3b] crust [3e]  right . [SEP]	2	7	9
[CLS] yes , they use fancy  [0b]  [1b] ingredients [1e]  [0e]  , but even fancy ingredients do n't make for good  [2b] pizza [2e]  unless someone knows how to get the  [3b] crust [3e]  right . [SEP]	0	23	25
[CLS] yes , they use fancy  [0b]  [1b] ingredients [1e]  [0e]  , but even fancy ingredients do n't make for good  [2b] pizza [2e]  unless someone knows how to get the  [3b] crust [3e]  right . [SEP]	1	33	35
[CLS] and yes  [1b] dal bukhara [1e]  is so dam good and so are all the  [0b] kababs [0e]  . [SEP]	2	18	22
[CLS] and yes  [1b] dal bukhara [1e]  is so dam good and so are all the  [0b] kababs [0e]  . [SEP]	2	3	8
[CLS] i look forward to  [0b] eating [0e]  here again [SEP]	2	5	7
[CLS] i 've been coming here as a child and always come back for the  [0b] taste [0e]  . [SEP]	2	16	18
[CLS] tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good  [0b] meal [0e]  at a fair  [1b] price [1e]  . [SEP]	2	21	23
[CLS] tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good  [0b] meal [0e]  at a fair  [1b] price [1e]  . [SEP]	2	27	29
[CLS] a  [2b] glass of leaping lizard [2e]  , a  [0b] glass of prosecco [0e]  , and the  [1b] mussels [1e]  had everything happy . [SEP]	2	10	15
[CLS] a  [2b] glass of leaping lizard [2e]  , a  [0b] glass of prosecco [0e]  , and the  [1b] mussels [1e]  had everything happy . [SEP]	2	19	23
[CLS] a  [2b] glass of leaping lizard [2e]  , a  [0b] glass of prosecco [0e]  , and the  [1b] mussels [1e]  had everything happy . [SEP]	2	2	7
[CLS]   [0b] food [0e]  was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene . [SEP]	1	1	3
[CLS] food was average and  [0b] creme brulee [0e]  was awful - the  [1b] sugar [1e]  was charred , not caramelized and smelled of kerosene . [SEP]	0	5	11
[CLS] food was average and  [0b] creme brulee [0e]  was awful - the  [1b] sugar [1e]  was charred , not caramelized and smelled of kerosene . [SEP]	0	16	18
